Art.Nr.;Art.bez.1;Art.bez.2;Verwendung;Herst.Art.Nr.;Preiseinheit;Basis Einheit;Prod.grp. Bez.;War.grp. Bez.;Art.grp. Bez.
1151184;Nitras 6205 Größe:M/7;Nylon-Handschuh grau, mit PU-Beschichtung grau ;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Handschuhe/AS Nitras; 
1151185;Nitras 6205 Größe:S/6;Nylon-Handschuh grau, mit PU-Beschichtung grau ;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Handschuhe/AS Nitras; 
1151274;Profil010017-50;Kantenschutzdichtprofil aus PVC, B/H: 14,5/16,5 * K: 1-4mm;"EINK;VERK;SHOP";;100;m;Gummi- und Elastomertechnik;Gummi-Profile / Schnüre;Kantenschutz-Dichtprofile
1151378;Atlas ERGO-MED Einlegesohle green, Größe: 45;;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Zubehör/Sohle
1151379;Atlas Sandale SL 46 blue, Größe: 40, Weite: 12;EN ISO 20345 S1 SRC ESD;"EINK;VERK;SHOP";23312-40;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;SPORTLINE Schuhe S1
1151623;Engel T-Shirt, Größe: M, Farbe: Anthrazitgrau/Tomato Red;9810-141-79757;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Galaxy;T-Shirt
1151745;3L520;SKF Gardenpower;"EINK;VERK;SHOP";;1;St.;Antriebstechnik ;Kupplungsriemen; 
1151761;Big Bag 40x60cm, unbedr., Sandsack;PP-Flachsack m. Verschlussband,;"EINK;VERK;SHOP";;1;St.;Verpackungsmaterial;Säcke / Beutel;Big Bags
1151797;Mobil Mobilux EP 2, 390g Kartusche;Mehrzweckfett;"EINK;VERK;SHOP";;1;St.;Schmierstoffe;Schmierfett;Wälzlagerfette, Gleitlagerfette
1151868;Engel Winterweste, Größe: S, Farbe: Anthrazitgrau/Schwarz;5850-193-7920;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Galaxy;Winter Weste
1151877;Engel Winterweste, Größe: S, Farbe: Schwarz/Anthrazitgrau;5850-193-2079;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Galaxy;Winter Weste
1151878;Engel Winterweste, Größe: M, Farbe: Schwarz/Anthrazitgrau;5850-193-2079;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Galaxy;Winter Weste
1151879;Engel Winterweste, Größe: L, Farbe: Schwarz/Anthrazitgrau;5850-193-2079;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Galaxy;Winter Weste
1151880;Engel Winterweste, Größe: XL, Farbe: Schwarz/Anthrazitgrau;5850-193-2079;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Galaxy;Winter Weste
1151939;Mobil Polyrex EM 390G Kartusche;Hochtemperaturfette;"EINK;VERK;SHOP";;1;St.;Schmierstoffe;Schmierfett;Hochtemperaturfette
1152095;SWD ATF Spezial CVT, 20L Kanister;Automatikgetriebeöl;"EINK;VERK;SHOP";;1;St.;Schmierstoffe;Fahrzeugöl;Automatikgetriebeöl
1152156;Atlas Schnürstiefel GTX 945 XP Thermo, Größe: 42, Weite: 10;EN ISO 20345 S3 CI SRC;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Gore-Tex Schuhe S3
1152162;Sevi Sägekettenhaftoel Bio 68, 20L Gebinde;;"EINK;VERK;SHOP";;1;St.;Schmierstoffe;Diverse;Sägekettenhaftöl
1152189;Castrol Optileb GR UF 1, 380G Kartusche;Wälz- und Gleitlagerfette;"EINK;VERK;SHOP";;1;St.;Schmierstoffe;Schmierfett;Schmierfette für Zentralschmieranlagen
1152486;Mobil Mobilith SHC 100, 380g Kartusche;Hochdruckfett;"EINK;VERK;SHOP";;1;St.;Schmierstoffe;Schmierfett;Hochtemperaturfette
1152562;Klüber Klüberplex BEM 34-131 N, 1kg Dose;Wälzlagerfett;"EINK;VERK;SHOP";171810037;1;St.;Klüber Lubrication;Schmierfett;Wälzlagerfett
1152587;Atlas Halbschuh FLASH 4000, Größe: 42, Weite: 10;EN ISO 20345 S1 SRC ESD;"EINK;VERK;SHOP";45700-42;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Flash Schuhe S1
1152588;Atlas Halbschuh FLASH 4000, Größe: 43, Weite: 10;EN ISO 20345 S1 SRC ESD;"EINK;VERK;SHOP";45700-43;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Flash Schuhe S1
1152589;Atlas Halbschuh FLASH 4000, Größe: 44, Weite: 10;EN ISO 20345 S1 SRC ESD;"EINK;VERK;SHOP";45700-44;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Flash Schuhe S1
1153348;UK209G2;SNR Einsatz;"EINK;VERK;SHOP";;1;St.; ; ; 
1153375;Klüber Klüberlub BE 41-542, 250ml Kartusche Copolyester STAR;Schwerlastfett für hochbelastete Wälzlager;"EINK;VERK;SHOP";202690916;1;St.;Klüber Lubrication;Schmierfett;Schwerlastfett
1153384;PVC-Spiral 080mm grau/we/Flex VE50;Saugschlauch leicht, hellgrau,;"EINK;VERK;SHOP";;1;m;Schläuche;Absaugschläuche;PVC leicht, mit PVC-Spirale
1153565;Atlas Halbschuh CX 50 black, Größe: 40, Weite: 10;EN ISO 20345 S1 SRC, ESD;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;City Style Schuhe S1
1153566;Atlas Halbschuh CX 50 black, Größe: 41, Weite: 10;EN ISO 20345 S1 SRC, ESD;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;City Style Schuhe S1
1153567;Atlas Halbschuh CX 50 black, Größe: 42, Weite: 10;EN ISO 20345 S1 SRC, ESD;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;City Style Schuhe S1
1153568;Atlas Halbschuh CX 50 black, Größe: 43, Weite: 10;EN ISO 20345 S1 SRC, ESD;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;City Style Schuhe S1
1153569;Atlas Halbschuh CX 50 black, Größe: 44, Weite: 10;EN ISO 20345 S1 SRC, ESD;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;City Style Schuhe S1
1153576;Atlas Halbschuh CX 56 grey, Größe: 41, Weite: 10;EN ISO 20345 S1 SRC, ESD;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;City Style Schuhe S1
1153578;Atlas Halbschuh CX 56 grey, Größe: 43, Weite: 10;EN ISO 20345 S1 SRC, ESD;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;City Style Schuhe S1
1153579;Atlas Halbschuh CX 56 grey, Größe: 44, Weite: 10;EN ISO 20345 S1 SRC, ESD;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;City Style Schuhe S1
1153614;Storz D auf GEKA Übergangsstück;Knaggenabstand 31 mm / 40 mm, Aluminium;"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Kupplungen
1153619;Atlas Fresh & Active, 150ml;Desinfektionsspray;"EINK;VERK;SHOP";;1;St.;"Arbeitsschutz
";Fußschutz/Atlas;Zubehör/Sohle
1153721;Atlas ERGO-MED Einlegesohle red, Größe: 45;;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Zubehör/Sohle
1153723;Atlas Waterstop Lederpflege Creme schwarz, 75ml;;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Zubehör/Sohle
1153899;Atlas ERGO-MED Einlegesohle green, Größe: 42;;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Zubehör/Sohle
1153908;Engel Handwerkerhose aus Stretch, Größe: 52, Farbe: Schwarz*;0360-186-20;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel X-Treme;Bundhose
1153987;Atlas ERGO-MED Einlegesohle green, Größe: 41;;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Zubehör/Sohle
1153988;Atlas ERGO-MED Einlegesohle green, Größe: 43;;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Zubehör/Sohle
1153989;Atlas ERGO-MED Einlegesohle green, Größe: 44;;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Zubehör/Sohle
1153990;Atlas ERGO-MED Einlegesohle green, Größe: 40;;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Zubehör/Sohle
1153991;Atlas ERGO-MED Einlegesohle green, Größe: 39;;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Zubehör/Sohle
1153994;Atlas Sandale SL 46 blue, Größe: 39, Weite: 13;EN ISO 20345 S1 SRC ESD;"EINK;VERK;SHOP";23313-39;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;SPORTLINE Schuhe S1
1154006;Atlas Halbschuh FLASH 2605 XP, Größe: 46, Weite: 10;EN ISO 20345 S1P SRC ESD;"EINK;VERK;SHOP";44100-46;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Flash Schuhe S1P
1154329;RB PK 870-17;Concar Rippenband Profil PK;"EINK;VERK;SHOP";;1;St.;Antriebstechnik ;Rippenbänder;Profil PK
1154340;Engel Servicehose, Größe: 56, Farbe: Blue Ink*;2871-217-165;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Cargo;Bundhose
1154342;Engel Servicehose, Größe: 58, Farbe: Blue Ink*;2871-217-165;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Cargo;Bundhose
1154358;Engel Arbeitshose mit Reflexionstreifen, Größe: 56, Farbe: Blue Ink/Gelb*;2870-217-16538;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Cargo;Bundhose
1154365;Engel Servicehose mit Reflexionstreifen, Größe: 52, Farbe: Schwarz*;2872-217-20;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Cargo;Bundhose
1154367;Engel Servicehose mit Reflexionstreifen, Größe: 56, Farbe: Schwarz*;2872-217-20;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Cargo;Bundhose
1154382;MaxiDry 56-424, Größe: 8 (M);Schutzhandschuh mit Mikroschaum aus NBR mit einer zusätzlichen Nitril-Micro-Cup Beschichtung;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Handschuhe/ATG;Universalhandschuhe/Nitrilbeschichtung
1154476;XPZ1700 QP IV;Gates Schmalkeilriemen Quad-Power IV;"EINK;VERK;SHOP";;1;St.;Antriebstechnik ;Schmalkeilriemen;Profil XPZ
1154504;Engel Strickcardigan, Größe: L, Farbe: Schwarz/Gelb;8870-256-2038;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Cargo;Sweat-Jacke/Cardigan
1154550;IDEAL350.12W1;Schlauchschelle Spannbereich: 330-350 mm;"EINK;VERK;SHOP";;100;St.;Schlauch- und Rohrschellen;Schneckengewinde-Schellen;IDEAL verzinkt
1154628;Shell Gadus S2 U460L 2, 18kg Fass;Hochleistungs-Schmierfett für schwere Belastungen;"EINK;VERK;SHOP";;1;St.;Schmierstoffe;Schmierfett;Wälzlagerfette, Gleitlagerfette
1155213;Atlas Schnürstiefel ERGO-MED 737 XP, Größe: 42, Weite: 10;EN ISO 20345 S3 SRC, ESD;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;ERGO-MED Schuhe S3
1155243;Atlas Schnürstiefel ERGO-MED 737 XP, Größe: 45, Weite: 10;EN ISO 20345 S3 SRC, ESD;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;ERGO-MED Schuhe S3
1155350;CARAMBA Intensiv Kältespray, 500ml Spraydose;;"EINK;VERK;SHOP";690019;1;St.;Betriebsstoffe;Wartungsprodukte; 
1155362;CARAMBA Intensiv Druckluftspray, 270ml Spraydose;;"EINK;VERK;SHOP";6285001;1;St.;Betriebsstoffe;Wartungsprodukte; 
1155486;BCD MP 279, 19kg/25L Gebinde;Lösungsmittel;"EINK;VERK;SHOP";;1;St.;Betriebsstoffe;Reiniger; 
1155631;Engel Shorts, Größe: 52, Farbe: Forest Green/Schwarz*;6810-254-5320;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Galaxy;Short
1155834;Atlas Halbschuh FLASH 1005 XP, Größe: 42, Weite: 10;EN ISO 20345 S1P SRC ESD;"EINK;VERK;SHOP";43100-42;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Flash Schuhe S1P
1155836;Atlas Halbschuh FLASH 1005 XP, Größe: 44, Weite: 10;EN ISO 20345 S1P SRC ESD;"EINK;VERK;SHOP";43100-44;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Flash Schuhe S1P
1155877;SWD Primus ASM SAE 5W30, 20L Kanister;Motoröl für PKW;"EINK;VERK;SHOP";;1;St.;Schmierstoffe;Fahrzeugöl;Motoröl für PKW
1156188;"Gardena-Kupplung 3/4"" Tülle W.-Stopp Ku.";Stecksystem-Kupplung f. Schlauch I-Drm. 19 mm;"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Gardena
1156299;Atlas Halbschuh SL 9405 XP BOA blue, Größe: 42, Weite: 10;EN ISO 20345 S1P SRC ESD;"EINK;VERK;SHOP";62200-42;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;SPORTLINE Schuhe S1P
1156300;Atlas Halbschuh SL 9405 XP BOA blue, Größe: 44, Weite: 10;EN ISO 20345 S1P SRC ESD;"EINK;VERK;SHOP";62200-44;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;SPORTLINE Schuhe S1P
1156301;Atlas Halbschuh SL 9405 XP BOA blue, Größe: 45, Weite: 10;EN ISO 20345 S1P SRC ESD;"EINK;VERK;SHOP";62200-45;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;SPORTLINE Schuhe S1P
1156303;Atlas Halbschuh SNEAKER A420, Größe: 42, Weite: 10;EN ISO 20345 S1 SRC, ESD;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Sneaker Line Schuhe S1
1156306;Atlas Schnürsenkel Citystyle schwarz 80cm;;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Zubehör/Sohle
1156307;Atlas Schnürsenkel flammfest 115cm;;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Zubehör/Sohle
1156308;Atlas Schnürsenkel flammfest 140cm;;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Zubehör/Sohle
1156595;Solopol PURE 2Liter Kartusche;Handreiniger,Paste für starke Verschmutzungen;"EINK;VERK;SHOP";;1;St.;"Arbeitsschutz
";Hautschutz/Stoko;Hautreinigung sehr starke Verschmutzungen
1156697;568 405 055 3000 Flybat PKW;12V - 68AH - 550A [EN];"EINK;VERK;SHOP";;1;St.;Batterien;Starterbatterien;Autobatterie
1156699;XPA1180 QP IV;Gates Schmalkeilriemen Quad-Power IV;"EINK;VERK;SHOP";;1;St.;Antriebstechnik ;Schmalkeilriemen;Profil XPA
1156731;Atlas Halbschuh SNEAKER A420, Größe: 41, Weite: 10;EN ISO 20345 S1 SRC, ESD;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Sneaker Line Schuhe S1
1156798;CLEAR FOAM PURE 1Liter Kartusche;milde Schaumseife für die Hände;"EINK;VERK;SHOP";;1;St.;"Arbeitsschutz
";Hautschutz/Stoko;Hautreinigung Waschraum, klassische Schäume
1156854;560 412 051 3000 Flybat PKW;12V - 60AH - 510A [EN];"EINK;VERK;SHOP";;1;St.;Batterien;Starterbatterien;Autobatterie
1156942;Klüber ISOFLEX TOPAS L 32 N, 370g Kartusche;Tieftermperaturfett -60°C;"EINK;VERK;SHOP";42270590;1;St.;Klüber Lubrication;Schmierfett;Tieftemperaturfett
1156959;Atlas Damen-Halbschuh CX 40 black, Größe: 40, Weite: 10;EN ISO 20345 S1 ESD;"EINK;VERK;SHOP";28900-40;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;City Style Schuhe S1
1157241;AVX10X625 S;Strongbelt Kfz-Keilriemen Super;"EINK;VERK;SHOP";;1;St.;Antriebstechnik ;KFZ - Keilriemen;Profil AVX10
1157267;Big Bag 70x70x90cm, unbedr., oben:Schürze, 4 Schlaufen, Boden:geschlossen, ;Containersack mit 4 Hebeschlaufen,;"EINK;VERK;SHOP";;1;St.;Verpackungsmaterial;Säcke / Beutel;Big Bags
1157364;Mobil Unirex N2 390G Kartusche;Wälz. und Gleitlagerfett;"EINK;VERK;SHOP";;1;St.;Schmierstoffe;Schmierfett;Wälzlagerfette, Gleitlagerfette
1157370;Klüber PARALIQ GA 343, 370g Kartusche;Mehrzweckfett für die Lebensmittel- und Pharmaindustrie;"EINK;VERK;SHOP";960170590;1;St.;Klüber Lubrication;Lebensmittelschmierstoffe;Mehrzweckfett
1157460;Klüber Klübersynth UH1 14-151, 370g Kartusche Lubeshuttle;Schmierfett für die Lebensmittel- und Pharmaindustrie;"EINK;VERK;SHOP";960372638;1;St.;Klüber Lubrication;Lebensmittelschmierstoffe;Mehrzweckfett
1157501;Atlas ERGO-MED Einlegesohle blue, Größe: 37;;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Zubehör/Sohle
1157502;Atlas ERGO-MED Einlegesohle blue, Größe: 38;;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Zubehör/Sohle
1157505;Atlas ERGO-MED Einlegesohle green, Größe: 38;;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Zubehör/Sohle
1157717;Castrol Tribol GR 100-2 PD, 50kg Gebinde;Wälz- und Gleitlagerfette;"EINK;VERK;SHOP";;1;St.;Schmierstoffe;Schmierfett;Wälzlagerfette, Gleitlagerfette
1158079;BCD System 2 Universal, 31kg Gebinde;WBC 363 HD-Reiniger;"EINK;VERK;SHOP";;1;St.;Betriebsstoffe;Reiniger; 
1158134;Engel Sweatshirt, Größe: M, Farbe: Schwarz;8022-136-20;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Standard Basic;Sweatshirt/Jacke
1158135;Engel Sweatshirt, Größe: L, Farbe: Schwarz;8022-136-20;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Standard Basic;Sweatshirt/Jacke
1158136;Engel Sweatshirt, Größe: XL, Farbe: Schwarz;8022-136-20;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Standard Basic;Sweatshirt/Jacke
1158249;Atlas knöchelhoher Sicherheitsschuh SL 82 blue, Größe: 45, Weite: 10;EN ISO 20345 S1 SRC ESD;"EINK;VERK;SHOP";44900-45;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;SPORTLINE Schuhe S1
1158728;4L460;SKF Gardenpower;"EINK;VERK;SHOP";;1;St.;Antriebstechnik ;Kupplungsriemen; 
1158765;Stokoderm Universal Pure 100ml Tube;universelle Hautschutzcreme unparfümiert;"EINK;VERK;SHOP";SGP100ML;1;St.;"Arbeitsschutz
";Hautschutz/Stoko;Schutz univ.Anwendung wässrige&ölige Arbeitsstoffe
1158766;Stokolan LIGHT PURE 100ml Tube;Hautpflegecreme, normale Haut;"EINK;VERK;SHOP";;1;St.;"Arbeitsschutz
";Hautschutz/Stoko;Hautpflege normale Haut
1158936;Atlas Halbschuh FLASH 3205 XP BOA, Größe: 44, Weite: 10;EN ISO 20345 S1P SRC ESD;"EINK;VERK;SHOP";96500-44;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Flash Schuhe S1P
1158976;PUMS.AFH050-30;PU-Spiralschlauch 050mm I-Drm., transparent;"EINK;VERK;SHOP";;1;m;Schläuche;Abriebfeste Kunststoff-Spiralschläuche;PU schwer,Stahlsp.,antist.,hydrol.,schwer entfl.
1159061;Engel Arbeitsjacke, Größe: L, Farbe: Surferblau/Schwarz;1810-254-73720;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Galaxy;Jacke
1159186;Atlas Halbschuh SNEAKER A420, Größe: 44, Weite: 10;EN ISO 20345 S1 SRC, ESD;"EINK;VERK;SHOP";;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Sneaker Line Schuhe S1
1159195;Engel Gürtel mit Plastikschnalle, Größe: 100 cm, Farbe: Schwarz;20.02.9005;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Accessories/Zubehör;Gürtel
1159196;Engel Gürtel mit Plastikschnalle, Größe: 110 cm, Farbe: Schwarz;20.02.9005;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Accessories/Zubehör;Gürtel
1159239;Engel Steppjacke mit abnehmbarer Kapuze und Ärmel, Größe: 2XL, Farbe: Schwarz/Gelb;1870-224-2038;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Cargo;Steppjacke
1159503;40X56X8 BASL;Wellendichtring mit Staublippe;"EINK;VERK;SHOP";;100;St.;Dichtungs- und Isoliertechnik;Wellendichtringe;...BA NBR
1159559;Atlas Halbschuh FLASH 1305 XP, Größe: 42, Weite: 10;EN ISO 20345 S1P SRC ESD;"EINK;VERK;SHOP";32300-42;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Flash Schuhe S1P
1159560;Atlas Halbschuh FLASH 1305 XP, Größe: 43, Weite: 10;EN ISO 20345 S1P SRC ESD;"EINK;VERK;SHOP";32300-43;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Flash Schuhe S1P
1159561;Atlas Halbschuh FLASH 1305 XP, Größe: 44, Weite: 10;EN ISO 20345 S1P SRC ESD;"EINK;VERK;SHOP";32300-44;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;Flash Schuhe S1P
1159631;Klüber PARALIQ GA 3400, 400g Kartusche;Getriebefließfett für die Lebensmittel- und Pharmaindustrie;"EINK;VERK;SHOP";960190591;1;St.;Klüber Lubrication;Lebensmittelschmierstoffe;Mehrzweckfett
1159694;Marston Domsel MD Silikon rot RTV oxim Tube 85g Blisterkarte VE= 8Stk;MSI.R.T80-BK;"EINK;VERK;SHOP";MSI.R.T80-BK;1;St.;Kleben und Dichten;Marston-Domsel;MD-SIL Silikon-Dichtung
1159697;Marston Domsel MD Silikon rot Automatikkartusche 200ml VE= 12Stk;MSI.R.NK200;"EINK;VERK;SHOP";MSI.R.NK200;1;St.;Kleben und Dichten;Marston-Domsel;MD-SIL Silikon-Dichtung
1159736;Marston Domsel MD Megabond 2000 1:1 Doppelspritze 25g Blisterkarte VE= 8Stk;MMB.S25-BK;"EINK;VERK;SHOP";MMB.S25-BK;1;St.;Kleben und Dichten;Marston-Domsel;MD-2-Komponenten Kleber
1159809;Marston Domsel MD Klebstoffentferner Flasche 500g VE= 1Stk;MRM.F500;"EINK;VERK;SHOP";MRM.F500;1;St.;Kleben und Dichten;Marston-Domsel;MD-GLUE
1159823;Marston Domsel MD CA Star FLEX 4:1 Doppelspritze 10g VE= 6Stk;MGL.STAR.F.S10;"EINK;VERK;SHOP";MGL.STAR.F.S10;1;St.;Kleben und Dichten;Marston-Domsel;MD-CA STAR
1159824;Marston Domsel MD CA Star FLEX 4:1 Doppelspritze 50g VE= 10Stk;MGL.STAR.F.S50;"EINK;VERK;SHOP";MGL.STAR.F.S50;1;St.;Kleben und Dichten;Marston-Domsel;MD-CA STAR
1159932;Marston Domsel MD Spray Sprühkleber Spraydose 400ml VE= 12Stk;MSP.SK.Y400;"EINK;VERK;SHOP";MSP.SK.Y400;1;St.;Kleben und Dichten;Marston-Domsel;MD-Aerosole
1160003;Atlas Damen-Halbschuh CX 46 grey, Größe: 38, Weite: 10;EN ISO 20345 S1 ESD;"EINK;VERK;SHOP";37300-38;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;City Style Schuhe S1
1160004;Atlas Damen-Halbschuh CX 46 grey, Größe: 39, Weite: 10;EN ISO 20345 S1 ESD;"EINK;VERK;SHOP";37300-39;1;Paar;"Arbeitsschutz
";Fußschutz/Atlas;City Style Schuhe S1
1160243;Varta Powerzone VPZ-Load 5000Plus;Batterieladegerät;"EINK;VERK;SHOP";;1;St.;Batterien;Zubehör;Ladegeräte
1160246;Varta Powerzone VPZ-Load 7000Plus;Batterieladegerät;"EINK;VERK;SHOP";;1;St.;Batterien;Zubehör;Ladegeräte
1160247;Varta Powerzone VPZ-Load 15000Plus;Batterieladegerät;"EINK;VERK;SHOP";;1;St.;Batterien;Zubehör;Ladegeräte
1160308;930 090 080 3000 Flybat Professional;12V - 90AH - 800A [EN];"EINK;VERK;SHOP";;1;St.;Batterien;Versorgungsbatterien; 
1160309;930 140 080 3000 Flybat  Professional;12V - 140AH - 800A [EN];"EINK;VERK;SHOP";;1;St.;Batterien;Versorgungsbatterien; 
1160311;963 051 001 3000 Flybat  Professional;12V - 180AH - 1000A [EN];"EINK;VERK;SHOP";;1;St.;Batterien;Versorgungsbatterien; 
1160338;Engel Sweatshirt mit Kapuze, Größe: S, Farbe: Schwarz;8023-233-20;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Standard Basic;Sweatshirt/Jacke
1160339;Engel Sweatshirt mit Kapuze, Größe: M, Farbe: Schwarz;8023-233-20;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Standard Basic;Sweatshirt/Jacke
1160340;Engel Sweatshirt mit Kapuze, Größe: L, Farbe: Schwarz;8023-233-20;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Standard Basic;Sweatshirt/Jacke
1160342;Engel Sweatshirt mit Kapuze, Größe: 2XL, Farbe: Schwarz;8023-233-20;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Standard Basic;Sweatshirt/Jacke
1160343;Engel Sweatshirt mit Kapuze, Größe: 3XL, Farbe: Schwarz;8023-233-20;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Standard Basic;Sweatshirt/Jacke
1160391;SWD Primus CVS SAE 5W30, 5L Kanister;Motoröl für PKW;"EINK;VERK;SHOP";;1;St.;Schmierstoffe;Fahrzeugöl;Motoröl für PKW
1160423;Engel T-Shirt aus 100% Baumwolle, Größe: M, Farbe: Anthrazitgrau;9053-551-79;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Standard Basic;T-Shirt/Langarm-Shirt
1160424;Engel T-Shirt aus 100% Baumwolle, Größe: L, Farbe: Anthrazitgrau;9053-551-79;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Standard Basic;T-Shirt/Langarm-Shirt
1160425;Engel T-Shirt aus 100% Baumwolle, Größe: XL, Farbe: Anthrazitgrau;9053-551-79;"EINK;VERK;SHOP";;1;St.;"Berufsbekleidung
";FE Engel Standard Basic;T-Shirt/Langarm-Shirt
